root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
8 packets transmitted, 0 received, 100% packet loss, time 7167ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
4 packets transmitted, 0 received, 100% packet loss, time 3068ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=118 ttl=63 time=219 ms                      
64 bytes from 10.10.10.25: icmp_seq=119 ttl=63 time=229 ms                      
64 bytes from 10.10.10.25: icmp_seq=120 ttl=63 time=713 ms                      
64 bytes from 10.10.10.25: icmp_seq=121 ttl=63 time=768 ms                      
^C                                      
--- 10.10.10.25 ping statistics ---     
133 packets transmitted, 119 received, 10.5263% packet loss, time 132484ms      
rtt min/avg/max/mdev = 197.572/452.139/1949.428/337.944 ms, pipe 2              
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
3 packets transmitted, 0 received, 100% packet loss, time 2024ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            


c^C                                     
--- 10.10.10.25 ping statistics ---     
6 packets transmitted, 0 received, 100% packet loss, time 5104ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=397 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=353 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=208 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=271 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=206 ms                        
764 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=508 ms                       
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=224 ms                        
^C                                      
--- 10.10.10.25 ping statistics ---     
7 packets transmitted, 7 received, 0% packet loss, time 6007ms                  
rtt min/avg/max/mdev = 206.116/309.472/507.819/106.046 ms                       
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=232 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=210 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=545 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=220 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=218 ms                        
64 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=218 ms                        
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=236 ms                        
64 bytes from 10.10.10.25: icmp_seq=8 ttl=63 time=319 ms                        
64 bytes from 10.10.10.25: icmp_seq=9 ttl=63 time=273 ms                        
64 bytes from 10.10.10.25: icmp_seq=10 ttl=63 time=236 ms                       
64 bytes from 10.10.10.25: icmp_seq=11 ttl=63 time=231 ms                       
64 bytes from 10.10.10.25: icmp_seq=12 ttl=63 time=541 ms                       
64 bytes from 10.10.10.25: icmp_seq=13 ttl=63 time=221 ms                       
64 bytes from 10.10.10.25: icmp_seq=14 ttl=63 time=197 ms                       
64 bytes from 10.10.10.25: icmp_seq=15 ttl=63 time=243 ms                       
64 bytes from 10.10.10.25: icmp_seq=16 ttl=63 time=219 ms                       
64 bytes from 10.10.10.25: icmp_seq=17 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=18 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=19 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=20 ttl=63 time=520 ms                       
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=418 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=278 ms                       
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=340 ms                       
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=295 ms                       
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=237 ms                       
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=255 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=334 ms                       
64 bytes from 10.10.10.25: icmp_seq=28 ttl=63 time=208 ms                       
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=30 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=31 ttl=63 time=332 ms                       
64 bytes from 10.10.10.25: icmp_seq=32 ttl=63 time=201 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=569 ms                       
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=634 ms                       
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=201 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=407 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=221 ms                       
64 bytes from 10.10.10.25: icmp_seq=39 ttl=63 time=200 ms                       
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=240 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=208 ms                       
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=217 ms                       
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=219 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=400 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=316 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=276 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=234 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=513 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=625 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=445 ms                       
64 bytes from 10.10.10.25: icmp_seq=53 ttl=63 time=208 ms                       
64 bytes from 10.10.10.25: icmp_seq=54 ttl=63 time=354 ms                       
64 bytes from 10.10.10.25: icmp_seq=55 ttl=63 time=248 ms                       
64 bytes from 10.10.10.25: icmp_seq=56 ttl=63 time=240 ms                       
64 bytes from 10.10.10.25: icmp_seq=57 ttl=63 time=207 ms                       
64 bytes from 10.10.10.25: icmp_seq=58 ttl=63 time=507 ms                       
64 bytes from 10.10.10.25: icmp_seq=59 ttl=63 time=229 ms                       
64 bytes from 10.10.10.25: icmp_seq=60 ttl=63 time=224 ms                       
64 bytes from 10.10.10.25: icmp_seq=61 ttl=63 time=204 ms                       
64 bytes from 10.10.10.25: icmp_seq=62 ttl=63 time=346 ms                       
64 bytes from 10.10.10.25: icmp_seq=63 ttl=63 time=305 ms                       
64 bytes from 10.10.10.25: icmp_seq=64 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=65 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=66 ttl=63 time=563 ms                       
64 bytes from 10.10.10.25: icmp_seq=67 ttl=63 time=236 ms                       
64 bytes from 10.10.10.25: icmp_seq=68 ttl=63 time=300 ms                       
64 bytes from 10.10.10.25: icmp_seq=69 ttl=63 time=380 ms                       
64 bytes from 10.10.10.25: icmp_seq=70 ttl=63 time=205 ms                       
64 bytes from 10.10.10.25: icmp_seq=71 ttl=63 time=282 ms                       
^C                                      
--- 10.10.10.25 ping statistics ---     
92 packets transmitted, 71 received, 22.8261% packet loss, time 91546ms         
rtt min/avg/max/mdev = 196.538/294.239/634.343/116.743 ms                       
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
6 packets transmitted, 0 received, 100% packet loss, time 5109ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=422 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=232 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=283 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=248 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=551 ms                        
64 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=474 ms                        
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=449 ms                        
64 bytes from 10.10.10.25: icmp_seq=8 ttl=63 time=244 ms                        
64 bytes from 10.10.10.25: icmp_seq=9 ttl=63 time=355 ms                        
64 bytes from 10.10.10.25: icmp_seq=10 ttl=63 time=212 ms                       
64 bytes from 10.10.10.25: icmp_seq=11 ttl=63 time=284 ms                       
64 bytes from 10.10.10.25: icmp_seq=12 ttl=63 time=235 ms                       
64 bytes from 10.10.10.25: icmp_seq=13 ttl=63 time=537 ms                       
64 bytes from 10.10.10.25: icmp_seq=14 ttl=63 time=504 ms                       
64 bytes from 10.10.10.25: icmp_seq=15 ttl=63 time=897 ms                       
64 bytes from 10.10.10.25: icmp_seq=16 ttl=63 time=939 ms                       
64 bytes from 10.10.10.25: icmp_seq=17 ttl=63 time=294 ms                       
64 bytes from 10.10.10.25: icmp_seq=18 ttl=63 time=197 ms                       
64 bytes from 10.10.10.25: icmp_seq=19 ttl=63 time=274 ms                       
64 bytes from 10.10.10.25: icmp_seq=20 ttl=63 time=217 ms                       
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=214 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=200 ms                       
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=390 ms                       
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=349 ms                       
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=273 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=279 ms                       
64 bytes from 10.10.10.25: icmp_seq=28 ttl=63 time=458 ms                       
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=512 ms                       
64 bytes from 10.10.10.25: icmp_seq=30 ttl=63 time=237 ms                       
64 bytes from 10.10.10.25: icmp_seq=31 ttl=63 time=230 ms                       
64 bytes from 10.10.10.25: icmp_seq=32 ttl=63 time=397 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=349 ms                       
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=310 ms                       
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=272 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=248 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=233 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=39 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=350 ms                       
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=306 ms                       
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=225 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=225 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=225 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=223 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=243 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=212 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=263 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=222 ms                       
64 bytes from 10.10.10.25: icmp_seq=53 ttl=63 time=361 ms                       
64 bytes from 10.10.10.25: icmp_seq=54 ttl=63 time=223 ms                       
64 bytes from 10.10.10.25: icmp_seq=55 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=56 ttl=63 time=243 ms                       
64 bytes from 10.10.10.25: icmp_seq=57 ttl=63 time=346 ms                       
64 bytes from 10.10.10.25: icmp_seq=58 ttl=63 time=243 ms                       
64 bytes from 10.10.10.25: icmp_seq=59 ttl=63 time=219 ms                       
^C                                      
--- 10.10.10.25 ping statistics ---     
83 packets transmitted, 59 received, 28.9157% packet loss, time 82570ms         
rtt min/avg/max/mdev = 197.314/312.895/938.613/146.683 ms                       
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
5 packets transmitted, 0 received, 100% packet loss, time 4083ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
11 packets transmitted, 0 received, 100% packet loss, time 10243ms              

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
8 packets transmitted, 0 received, 100% packet loss, time 7157ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
4 packets transmitted, 0 received, 100% packet loss, time 3069ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=195 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=259 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=221 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=182 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=381 ms                        
64 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=181 ms                        
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=382 ms                        
64 bytes from 10.10.10.25: icmp_seq=8 ttl=63 time=341 ms                        
64 bytes from 10.10.10.25: icmp_seq=9 ttl=63 time=299 ms                        
64 bytes from 10.10.10.25: icmp_seq=10 ttl=63 time=259 ms                       
64 bytes from 10.10.10.25: icmp_seq=11 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=12 ttl=63 time=547 ms                       
64 bytes from 10.10.10.25: icmp_seq=13 ttl=63 time=570 ms                       
64 bytes from 10.10.10.25: icmp_seq=14 ttl=63 time=383 ms                       
64 bytes from 10.10.10.25: icmp_seq=15 ttl=63 time=377 ms                       
64 bytes from 10.10.10.25: icmp_seq=16 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=17 ttl=63 time=297 ms                       
64 bytes from 10.10.10.25: icmp_seq=18 ttl=63 time=258 ms                       
64 bytes from 10.10.10.25: icmp_seq=19 ttl=63 time=227 ms                       
64 bytes from 10.10.10.25: icmp_seq=20 ttl=63 time=317 ms                       
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=321 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=581 ms                       
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=376 ms                       
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=338 ms                       
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=214 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=197 ms                       
64 bytes from 10.10.10.25: icmp_seq=28 ttl=63 time=498 ms                       
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=546 ms                       
64 bytes from 10.10.10.25: icmp_seq=30 ttl=63 time=569 ms                       
64 bytes from 10.10.10.25: icmp_seq=31 ttl=63 time=378 ms                       
64 bytes from 10.10.10.25: icmp_seq=32 ttl=63 time=343 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=259 ms                       
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=224 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=601 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=227 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=556 ms                       
64 bytes from 10.10.10.25: icmp_seq=39 ttl=63 time=378 ms                       
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=337 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=298 ms                       
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=256 ms                       
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=227 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=904 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=521 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=419 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=377 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=339 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=297 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=196 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=195 ms                       
64 bytes from 10.10.10.25: icmp_seq=53 ttl=63 time=357 ms                       
64 bytes from 10.10.10.25: icmp_seq=54 ttl=63 time=221 ms                       
^C                                      
--- 10.10.10.25 ping statistics ---     
71 packets transmitted, 54 received, 23.9437% packet loss, time 70379ms         
rtt min/avg/max/mdev = 180.768/338.680/904.229/143.320 ms                       
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
5 packets transmitted, 0 received, 100% packet loss, time 4074ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=298 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=187 ms                        
^C                                      
--- 10.10.10.25 ping statistics ---     
2 packets transmitted, 2 received, 0% packet loss, time 1000ms                  
rtt min/avg/max/mdev = 186.500/242.487/298.475/55.987 ms                        
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=199 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=194 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=185 ms                        
^C                                      
--- 10.10.10.25 ping statistics ---     
3 packets transmitted, 3 received, 0% packet loss, time 2002ms                  
rtt min/avg/max/mdev = 185.027/192.761/198.992/5.799 ms                         
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=569 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=1349 ms                      
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=1703 ms                      
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=1220 ms                      
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=1129 ms                      
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=989 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=562 ms                       
^C                                      
--- 10.10.10.25 ping statistics ---     
27 packets transmitted, 7 received, 74.0741% packet loss, time 26484ms          
rtt min/avg/max/mdev = 562.083/1074.569/1703.218/381.820 ms, pipe 2             
root@parrot:~/hackthebox/holiday#       
